Position,Country/territory,"Share 2015","Share 2016","Count 2016","Change in Adjusted Share 2015-2016"
135,Mauritius,0.3364979,0.1944444,2,-0.407
136,Guatemala,0.2713675,0.1838235,2,-0.305
137,Swaziland,0.1,0.1666667,1,0.709
137,Mauritania,0.0714286,0.1666667,1,1.393
138,Myanmar,0.1376284,0.1504124,2,0.121
139,Belize,0.0243902,0.1428571,1,5.007
140,Brunei,1.2044358,0.1347581,3,-0.885
141,Libya,0.0434783,0.1333333,2,2.145
142,Bahrain,0.2222222,0.1221591,2,-0.436
143,Seychelles,0.0033683,0.1127451,3,33.33
144,Laos,0.2961712,0.108512,3,-0.624
145,"Saint Kitts and Nevis",0.1694034,0.1,1,-0.395
146,Angola,0.1428571,0.0902564,2,-0.352
147,Barbados,0.0025806,0.0867548,3,33.479
148,"Vatican City State (Holy See)",0.1259259,0.0846561,2,-0.311
149,Gambia,0.6164288,0.0654902,2,-0.891
150,Rwanda,0.6841709,0.03125,1,-0.953
151,Montenegro,0.056665,0.0282689,2,-0.488
152,Reunion,0.2381134,0.0246914,1,-0.894
153,Bahamas,0.2857143,0.015625,1,-0.944
154,Palau,0.2916667,0,0,0
154,Albania,0.3433333,0,0,0
154,Grenada,0.0909091,0,0,0
154,Paraguay,0.5,0,0,0
154,"San Marino",0.125,0,0,0
154,"Faroe Islands",0.2588235,0,0,0
154,Liechtenstein,0.5,0,0,0
154,"Solomon Islands",0.1481481,0,0,0
154,"Central African Republic",0.0625,0,0,0
